id,name,page,image,card_crop,header_bbox_pt
P0185,بکس سنسور اکسیژن پاکالغی,18,products/P0185.jpg,cards/P0185.jpg,"[405.27, 490.52, 183.45, 20.99]"
P0186,رینگ جمع کن کامیونی ( 77206175 ),18,products/P0186.jpg,cards/P0186.jpg,"[28.78, 641.63, 190.65, 20.99]"
P0187,رینگ جمع کن مینی بوسی ( 77204175 ),18,products/P0187.jpg,cards/P0187.jpg,"[220.02, 641.63, 184.05, 20.99]"
P0188,رینگ جمع کن سواری ( 77203125 ),18,products/P0188.jpg,cards/P0188.jpg,"[405.27, 641.63, 183.45, 20.99]"
P0189,مشگل گشا آهن ربا دار,19,products/P0189.jpg,cards/P0189.jpg,"[28.78, 36.58, 190.65, 20.99]"
P0190,آهن ربا فنری 5 / 1 کیلوگرمی,19,products/P0190.jpg,cards/P0190.jpg,"[220.02, 36.58, 184.05, 20.99]"
P0191,آهن ربا فنری 650 گرمی,19,products/P0191.jpg,cards/P0191.jpg,"[405.27, 36.58, 183.45, 20.99]"
P0192,آئینه بررسی 55 ( 74 سانتی ),19,products/P0192.jpg,cards/P0192.jpg,"[28.78, 187.69, 190.65, 20.99]"
P0193,آئینه بررسی 55 ( 42 سانتی ),19,products/P0193.jpg,cards/P0193.jpg,"[220.02, 187.69, 184.05, 20.99]"
P0194,آئینه بررسی سه کاره,19,products/P0194.jpg,cards/P0194.jpg,"[405.27, 187.69, 183.45, 20.99]"
P0195,آچار فیلتر بازکن سه شاخ ( 102 – 63 ),19,products/P0195.jpg,cards/P0195.jpg,"[28.78, 339.41, 190.65, 20.39]"
P0196,آچار فیلتر بازکن سه شاخ ( 130 – 65 ),19,products/P0196.jpg,cards/P0196.jpg,"[220.02, 339.41, 184.05, 20.39]"
P0197,آچار فیلتر بازکن کاسه ایی ( تویوتا ),19,products/P0197.jpg,cards/P0197.jpg,"[405.27, 339.41, 183.45, 20.39]"
P0198,آچار فیلتر بازکن تسمه ایی کامیونی,19,products/P0198.jpg,cards/P0198.jpg,"[28.78, 490.52, 190.65, 20.99]"
P0199,آچار فیلتر بازکن تسمه ایی سواری,19,products/P0199.jpg,cards/P0199.jpg,"[220.02, 490.52, 184.05, 20.99]"
P0200,"آچار فیلتر بازکن برزنتی "" 12",19,products/P0200.jpg,cards/P0200.jpg,"[405.27, 490.52, 183.45, 20.99]"
P0201,"آچار فیلتر زنجیری "" 9",19,products/P0201.jpg,cards/P0201.jpg,"[28.78, 641.63, 190.65, 20.99]"
P0202,"آچار فیلتر زنجیری "" 6 ( 140 – 45 )",19,products/P0202.jpg,cards/P0202.jpg,"[220.02, 641.63, 184.05, 20.99]"
P0203,آچار فیلتر زنجیری لوله ایی,19,products/P0203.jpg,cards/P0203.jpg,"[405.27, 641.63, 183.45, 20.99]"
P0204,آچار فیلتر زنجیری حرفه ایی,20,products/P0204.jpg,cards/P0204.jpg,"[28.78, 36.58, 190.65, 20.99]"
P0205,"آچار فیلتر زنجیری "" 20",20,products/P0205.jpg,cards/P0205.jpg,"[220.02, 36.58, 184.05, 20.99]"
P0206,"آچار فیلتر زنجیری "" 12",20,products/P0206.jpg,cards/P0206.jpg,"[405.27, 36.58, 183.45, 20.99]"
P0207,"آچار فیلتر بازکن انبری "" 12",20,products/P0207.jpg,cards/P0207.jpg,"[28.78, 187.69, 190.65, 20.99]"
P0208,"آچار فیلتر بازکن انبری "" 10",20,products/P0208.jpg,cards/P0208.jpg,"[220.02, 187.69, 184.05, 20.99]"
P0209,آچار فیلتر زنجیری دوبل,20,products/P0209.jpg,cards/P0209.jpg,"[405.27, 187.69, 183.45, 20.99]"
P0210,فیلتر بازکن تسمه فلزی ( 111 - 92 ),20,products/P0210.jpg,cards/P0210.jpg,"[28.78, 339.41, 190.65, 20.39]"
P0211,فیلتر بازکن تسمه فلزی ( 95 - 75 ),20,products/P0211.jpg,cards/P0211.jpg,"[220.02, 339.41, 184.05, 20.39]"
P0212,فیلتر بازکن تسمه فلزی ( 83 – 60 ),20,products/P0212.jpg,cards/P0212.jpg,"[405.27, 339.41, 183.45, 20.39]"
P0213,ابزار تعویض فنر دیسک ترمز,20,products/P0213.jpg,cards/P0213.jpg,"[28.78, 490.52, 190.65, 20.99]"
P0214,آچار فیلتر بازکن پیچی ( 155 – 110 ),20,products/P0214.jpg,cards/P0214.jpg,"[220.02, 490.52, 184.05, 20.99]"
P0215,آچار فیلتر بازکن پیچی ( 105 – 65 ),20,products/P0215.jpg,cards/P0215.jpg,"[405.27, 490.52, 183.45, 20.99]"
P0216,سیم لخت کن اتوماتیک,20,products/P0216.jpg,cards/P0216.jpg,"[28.78, 641.63, 190.65, 20.99]"
P0217,انبر بست شیلنگ بنزین,20,products/P0217.jpg,cards/P0217.jpg,"[220.02, 641.63, 184.05, 20.99]"
P0218,انبر بست شیلنگ رادیاتور,20,products/P0218.jpg,cards/P0218.jpg,"[405.27, 641.63, 183.45, 20.99]"
P0219,"انبردست "" 10 طرح آمریکایی",21,products/P0219.jpg,cards/P0219.jpg,"[28.78, 36.58, 190.65, 20.99]"
P0220,"انبردست "" 8 طرح آمریکایی",21,products/P0220.jpg,cards/P0220.jpg,"[220.02, 36.58, 184.05, 20.99]"
P0221,"انبردست "" 6 طرح آمریکایی",21,products/P0221.jpg,cards/P0221.jpg,"[405.27, 36.58, 183.45, 20.99]"
P0222,"دمباریک "" 8",21,products/P0222.jpg,cards/P0222.jpg,"[28.78, 187.69, 190.65, 20.99]"
P0223,"انبردست "" 8",21,products/P0223.jpg,cards/P0223.jpg,"[220.02, 187.69, 184.05, 20.99]"
P0224,"انبردست "" 6",21,products/P0224.jpg,cards/P0224.jpg,"[405.27, 187.69, 183.45, 20.99]"
P0225,"سیم چین "" 7 عایق دار 1000 ولت",21,products/P0225.jpg,cards/P0225.jpg,"[28.78, 339.41, 190.65, 20.39]"
P0226,"سیم چین "" 8 کله گاوی",21,products/P0226.jpg,cards/P0226.jpg,"[220.02, 339.41, 184.05, 20.39]"
P0227,"سیم چین "" 6 کله گاوی",21,products/P0227.jpg,cards/P0227.jpg,"[405.27, 339.41, 183.45, 20.39]"
P0228,"کف چین "" 6 سوراخ دار",21,products/P0228.jpg,cards/P0228.jpg,"[28.78, 490.52, 190.65, 20.99]"
P0229,"دمباریک "" 8 عایق دار 1000 ولت",21,products/P0229.jpg,cards/P0229.jpg,"[220.02, 490.52, 184.05, 20.99]"
P0230,"انبردست "" 8 عایق دار 1000 ولت",21,products/P0230.jpg,cards/P0230.jpg,"[405.27, 490.52, 183.45, 20.99]"
P0231,"دمباریک بلند سرکج "" 11",21,products/P0231.jpg,cards/P0231.jpg,"[28.78, 641.63, 190.65, 20.99]"
P0232,"دمباریک بلند "" 11",21,products/P0232.jpg,cards/P0232.jpg,"[220.02, 641.63, 184.05, 20.99]"
P0233,"دمباریک "" 6",21,products/P0233.jpg,cards/P0233.jpg,"[405.27, 641.63, 183.45, 20.99]"
P0234,"خارکش "" 9",22,products/P0234.jpg,cards/P0234.jpg,"[28.78, 36.58, 190.65, 20.99]"
P0235,"خارکش "" 7",22,products/P0235.jpg,cards/P0235.jpg,"[220.02, 36.58, 184.05, 20.99]"
P0236,"انبرکالغی "" 10",22,products/P0236.jpg,cards/P0236.jpg,"[405.27, 36.58, 183.45, 20.99]"
P0237,آچار اندازه گیری ضخامت لنت ترمز,22,products/P0237.jpg,cards/P0237.jpg,"[28.78, 187.69, 190.65, 20.99]"
P0238,"کیت خارکش "" 7 و "" 9 ( 6 عددی )",22,products/P0238.jpg,cards/P0238.jpg,"[220.02, 187.69, 184.05, 20.99]"
P0239,"کیت خارکش "" 7 ( 4 عددی )",22,products/P0239.jpg,cards/P0239.jpg,"[405.27, 187.69, 183.45, 20.99]"
P0240,آچار فیلرگیری 9 تیغ سرکج,22,products/P0240.jpg,cards/P0240.jpg,"[28.78, 339.41, 190.65, 20.39]"
P0241,آچار فیلرگیری 26 تیغ,22,products/P0241.jpg,cards/P0241.jpg,"[220.02, 339.41, 184.05, 20.39]"
P0242,آچار فیلرگیری 20 تیغ,22,products/P0242.jpg,cards/P0242.jpg,"[405.27, 339.41, 183.45, 20.39]"
P0243,پولیش سیلندر متوسط ( 89 - 32 ),22,products/P0243.jpg,cards/P0243.jpg,"[28.78, 490.52, 190.65, 20.99]"
P0244,پولیش سیلندر کوچک ( 64 – 19 ),22,products/P0244.jpg,cards/P0244.jpg,"[220.02, 490.52, 184.05, 20.99]"
P0245,آچار فیلرگیری 25 تیغ 30 سانتی,22,products/P0245.jpg,cards/P0245.jpg,"[405.27, 490.52, 183.45, 20.99]"
P0246,سنگ یدکی پولیش سیلندر 3 عددی,22,products/P0246.jpg,cards/P0246.jpg,"[28.78, 646.43, 190.65, 20.99]"
P0247,پولیش سیلندر بزرگ ( بلند () 178 - 50 ),22,products/P0247.jpg,cards/P0247.jpg,"[220.02, 646.43, 184.05, 20.99]"
P0248,پولیش سیلندر بزرگ ( 178 - 50 ),22,products/P0248.jpg,cards/P0248.jpg,"[405.27, 646.43, 183.45, 20.99]"
P0249,تایم بی ام و ( B38.B46.B48.B58 ),23,products/P0249.jpg,cards/P0249.jpg,"[28.78, 36.58, 190.65, 20.99]"
P0250,تایم بی ام و ( N20.N26 ),23,products/P0250.jpg,cards/P0250.jpg,"[220.02, 36.58, 184.05, 20.99]"
P0251,تایم بی ام و ( N63.N65.N74 ),23,products/P0251.jpg,cards/P0251.jpg,"[405.27, 36.58, 183.45, 20.99]"
P0252,کیت کالیپر ترمز 21 عددی,23,products/P0252.jpg,cards/P0252.jpg,"[28.78, 187.69, 190.65, 20.99]"
P0253,کیت کالیپر ترمز 2 عددی,23,products/P0253.jpg,cards/P0253.jpg,"[220.02, 187.69, 184.05, 20.99]"
P0254,تایم بی ام و ( S63.N63 ),23,products/P0254.jpg,cards/P0254.jpg,"[405.27, 187.69, 183.45, 20.99]"
P0255,انبر بست شیلنگ خرطومی,23,products/P0255.jpg,cards/P0255.jpg,"[28.78, 339.41, 190.65, 20.39]"
P0256,انبر تعویض گردگیر پولوس,23,products/P0256.jpg,cards/P0256.jpg,"[220.02, 339.41, 184.05, 20.39]"
P0257,کیت کالیپر ترمز پنوماتیک 16 عددی,23,products/P0257.jpg,cards/P0257.jpg,"[405.27, 339.41, 183.45, 20.39]"
P0258,"دمباریک سرکج "" 8",23,products/P0258.jpg,cards/P0258.jpg,"[220.02, 490.52, 184.05, 20.99]"
P0259,ست قلم و چکش,23,products/P0259.jpg,cards/P0259.jpg,"[405.27, 490.52, 183.45, 20.99]"
P0260,بلبرینگ کش ناخنی ( 55 – 24 ),24,products/P0260.jpg,cards/P0260.jpg,"[28.78, 36.58, 190.65, 20.99]"
P0261,بلبرینگ کش ناخنی ( 35 – 19 ),24,products/P0261.jpg,cards/P0261.jpg,"[220.02, 36.58, 184.05, 20.99]"
P0262,بلبرینگ کش کشویی لبه نازک همه کاره,24,products/P0262.jpg,cards/P0262.jpg,"[405.27, 36.58, 183.45, 20.99]"
P0263,بلبرینگ کش سوراخ کور,24,products/P0263.jpg,cards/P0263.jpg,"[28.78, 187.69, 190.65, 20.99]"
P0264,بلبرینگ کش ناخنی اتوماتیک,24,products/P0264.jpg,cards/P0264.jpg,"[220.02, 187.69, 184.05, 20.99]"
P0265,بلبرینگ کش ناخنی,24,products/P0265.jpg,cards/P0265.jpg,"[405.27, 187.69, 183.45, 20.99]"
P0266,"پولی کش "" 4 اینچ سه شاخ",24,products/P0266.jpg,cards/P0266.jpg,"[28.78, 339.41, 190.65, 20.39]"
P0267,"پولی کش "" 3 اینچ سه شاخ",24,products/P0267.jpg,cards/P0267.jpg,"[220.02, 339.41, 184.05, 20.39]"
P0268,بلبرینگ کش ناخنی 3 شاخ فوالدی,24,products/P0268.jpg,cards/P0268.jpg,"[405.27, 339.41, 183.45, 20.39]"
P0269,"پولی کش "" 8 اینچ سه شاخ",24,products/P0269.jpg,cards/P0269.jpg,"[220.02, 490.52, 184.05, 20.99]"
P0270,"پولی کش "" 6 اینچ سه شاخ",24,products/P0270.jpg,cards/P0270.jpg,"[405.27, 490.52, 183.45, 20.99]"
P0271,"پولی کش "" 6 اینچ دو شاخ",24,products/P0271.jpg,cards/P0271.jpg,"[28.78, 641.63, 190.65, 20.99]"
P0272,"پولی کش "" 6 اینچ دوشاخ سه شاخ",24,products/P0272.jpg,cards/P0272.jpg,"[220.02, 641.63, 184.05, 20.99]"
P0273,"پولی کش "" 4 اینچ دوشاخ سه شاخ",24,products/P0273.jpg,cards/P0273.jpg,"[405.27, 641.63, 183.45, 20.99]"
P0274,دیسک بلبرینگ کش ( 105-75 ),25,products/P0274.jpg,cards/P0274.jpg,"[28.78, 36.58, 193.64, 20.99]"
P0275,دیسک بلبرینگ کش ( 75-50 ),25,products/P0275.jpg,cards/P0275.jpg,"[223.02, 36.58, 182.25, 20.99]"
P0276,دیسک بلبرینگ کش ( 50-35 ),25,products/P0276.jpg,cards/P0276.jpg,"[406.47, 36.58, 182.25, 20.99]"
P0277,آچار درب دوشاخ کشویی,25,products/P0277.jpg,cards/P0277.jpg,"[28.78, 187.69, 193.64, 20.99]"
P0278,دیسک بلبرینگ کش ( 200-150 ),25,products/P0278.jpg,cards/P0278.jpg,"[223.02, 187.69, 182.25, 20.99]"
P0279,دیسک بلبرینگ کش ( 150-105 ),25,products/P0279.jpg,cards/P0279.jpg,"[406.47, 187.69, 182.25, 20.99]"
P0280,سوپاپ جمع کن 8 پارچه,25,products/P0280.jpg,cards/P0280.jpg,"[28.78, 339.41, 193.64, 20.39]"
P0281,سوپاپ جمع کن 5 پارچه,25,products/P0281.jpg,cards/P0281.jpg,"[223.02, 339.41, 182.25, 20.39]"
P0282,سوپاپ جمع کن درجا,25,products/P0282.jpg,cards/P0282.jpg,"[406.47, 339.41, 182.25, 20.39]"
P0283,جعبه بکس مهره هرز ( 12-10-8-6 ),25,products/P0283.jpg,cards/P0283.jpg,"[28.78, 490.52, 193.64, 20.99]"
P0284,کیت بلبرینگ کش 24 عددی سنگین,25,products/P0284.jpg,cards/P0284.jpg,"[223.02, 490.52, 182.25, 20.99]"
P0285,کیت بلبرینگ کش ( 50-35 () 75-50 ),25,products/P0285.jpg,cards/P0285.jpg,"[406.47, 490.52, 182.25, 20.99]"
P0286,جعبه اورینگ 225 عددی,25,products/P0286.jpg,cards/P0286.jpg,"[28.78, 641.63, 193.64, 20.99]"
P0287,اورینگ دربیار 3 عددی,25,products/P0287.jpg,cards/P0287.jpg,"[223.02, 641.63, 182.25, 20.99]"
P0288,اورینگ دربیارسوزنی 5 عددی,25,products/P0288.jpg,cards/P0288.jpg,"[406.47, 641.63, 182.25, 20.99]"
P0289,دیلم 90 سانتی سرکج,26,products/P0289.jpg,cards/P0289.jpg,"[28.78, 36.58, 193.64, 20.99]"
P0290,دیلم 90 سانتی,26,products/P0290.jpg,cards/P0290.jpg,"[223.02, 36.58, 182.25, 20.99]"
P0291,دیلم 80 سانتی,26,products/P0291.jpg,cards/P0291.jpg,"[406.47, 36.58, 182.25, 20.99]"
P0292,تایلیور 60 سانتی سرکج,26,products/P0292.jpg,cards/P0292.jpg,"[28.78, 187.69, 193.64, 20.99]"
P0293,تایلیور 60 سانتی,26,products/P0293.jpg,cards/P0293.jpg,"[223.02, 187.69, 182.25, 20.99]"
P0294,تایلیور 50 سانتی,26,products/P0294.jpg,cards/P0294.jpg,"[406.47, 187.69, 182.25, 20.99]"
P0295,درجه باد کارگاهی حرفه ایی,26,products/P0295.jpg,cards/P0295.jpg,"[28.78, 339.41, 193.64, 20.39]"
P0296,درجه باد کارگاهی,26,products/P0296.jpg,cards/P0296.jpg,"[223.02, 339.41, 182.25, 20.39]"
P0297,درجه باد کامیونی,26,products/P0297.jpg,cards/P0297.jpg,"[406.47, 339.41, 182.25, 20.39]"
P0298,سری بادکن ضامندار,26,products/P0298.jpg,cards/P0298.jpg,"[28.78, 490.52, 193.64, 20.99]"
P0299,درجه باد بدون گیج,26,products/P0299.jpg,cards/P0299.jpg,"[223.02, 490.52, 182.25, 20.99]"
P0300,درجه باد کارگاهی دیجیتالی,26,products/P0300.jpg,cards/P0300.jpg,"[406.47, 490.52, 182.25, 20.99]"
P0301,سری بادکن 30 سانتی,26,products/P0301.jpg,cards/P0301.jpg,"[223.02, 641.63, 182.25, 20.99]"
P0302,سری بادکن 20 سانتی,26,products/P0302.jpg,cards/P0302.jpg,"[406.47, 641.63, 182.25, 20.99]"
P0303,پیچ گوشتی ساعتی عایق دار,27,products/P0303.jpg,cards/P0303.jpg,"[28.78, 36.58, 193.64, 20.99]"
P0304,پیچ گوشتی ساعتی ستاره ایی,27,products/P0304.jpg,cards/P0304.jpg,"[223.02, 36.58, 182.25, 20.99]"
P0305,پیچ گوشتی ساعتی ساده,27,products/P0305.jpg,cards/P0305.jpg,"[406.47, 36.58, 182.25, 20.99]"
P0306,پیچ گوشتی 7 عددی ضربه خور,27,products/P0306.jpg,cards/P0306.jpg,"[28.78, 189.49, 193.64, 20.39]"
P0307,پیچ گوشتی 8 عددی ساده,27,products/P0307.jpg,cards/P0307.jpg,"[223.02, 189.49, 182.25, 20.39]"
P0308,پیچ گوشتی 7 عددی شیشه ایی,27,products/P0308.jpg,cards/P0308.jpg,"[406.47, 189.49, 182.25, 20.39]"
P0309,پیچ گوشتی 7 عددی 1000 ولت عایق دار,27,products/P0309.jpg,cards/P0309.jpg,"[28.78, 340.61, 193.64, 20.99]"
P0310,پیچ گوشتی ستاره ایی 13 عددی,27,products/P0310.jpg,cards/P0310.jpg,"[223.02, 340.61, 182.25, 20.99]"
P0311,پیچ گوشتی بکسی 9 عددی,27,products/P0311.jpg,cards/P0311.jpg,"[406.47, 340.61, 182.25, 20.99]"
P0312,مینی تستر فازمتری ( 24 – 6 ),27,products/P0312.jpg,cards/P0312.jpg,"[28.78, 491.72, 193.64, 20.99]"
P0313,تستر المپ فازمتری بزرگ,27,products/P0313.jpg,cards/P0313.jpg,"[223.02, 491.72, 182.25, 20.99]"
P0314,تستر المپ فازمتری کوچک,27,products/P0314.jpg,cards/P0314.jpg,"[406.47, 491.72, 182.25, 20.99]"
P0315,تستر فیوز برنجی,27,products/P0315.jpg,cards/P0315.jpg,"[223.02, 643.43, 182.25, 20.39]"
P0316,مینی تستر فازمتری ( 24 – 12 – 6 ),27,products/P0316.jpg,cards/P0316.jpg,"[406.47, 643.43, 182.25, 20.39]"
P0317,مولتی تستر باطری و دینام 12 ولت,28,products/P0317.jpg,cards/P0317.jpg,"[28.78, 36.58, 193.64, 20.99]"
P0318,تستر دهانه شمع,28,products/P0318.jpg,cards/P0318.jpg,"[223.02, 36.58, 182.25, 20.99]"
P0319,تست ولتاژ ( 48 – 3 ) ولت,28,products/P0319.jpg,cards/P0319.jpg,"[406.47, 36.58, 182.25, 20.99]"
P0320,پیمانه 3 لیتری روغن,28,products/P0320.jpg,cards/P0320.jpg,"[28.78, 187.69, 193.64, 20.99]"
P0321,پیمانه 2 لیتری روغن,28,products/P0321.jpg,cards/P0321.jpg,"[223.02, 187.69, 182.25, 20.99]"
P0322,پیمانه 1 لیتری روغن,28,products/P0322.jpg,cards/P0322.jpg,"[406.47, 187.69, 182.25, 20.99]"
P0323,قیف پالستیکی نارنجی,28,products/P0323.jpg,cards/P0323.jpg,"[28.78, 346.0, 193.64, 20.39]"
P0324,پیمانه 5 لیتری روغن,28,products/P0324.jpg,cards/P0324.jpg,"[223.02, 346.0, 182.25, 20.39]"
P0325,پیمانه 4 لیتری روغن,28,products/P0325.jpg,cards/P0325.jpg,"[406.47, 346.0, 182.25, 20.39]"
P0326,قیف فلزی توری دار ( لوله 63 سانتی ),28,products/P0326.jpg,cards/P0326.jpg,"[28.78, 497.12, 193.64, 20.39]"
P0327,قیف فلزی توری دار ( لوله 37 سانتی ),28,products/P0327.jpg,cards/P0327.jpg,"[223.02, 497.12, 182.25, 20.39]"
P0328,قیف پالستیکی مشکی,28,products/P0328.jpg,cards/P0328.jpg,"[406.47, 497.12, 182.25, 20.39]"
P0329,انبر باالنس,28,products/P0329.jpg,cards/P0329.jpg,"[28.78, 648.23, 193.64, 20.99]"
P0330,فنرجمع کن فشارقوی,28,products/P0330.jpg,cards/P0330.jpg,"[223.02, 648.23, 182.25, 20.99]"
P0331,فنرجمع کن بلند ( 370 میلی ),28,products/P0331.jpg,cards/P0331.jpg,"[406.47, 648.23, 182.25, 20.99]"
P0332,تست ضدیخ,29,products/P0332.jpg,cards/P0332.jpg,"[28.78, 36.58, 191.85, 20.99]"
P0333,اسید سنج باطری,29,products/P0333.jpg,cards/P0333.jpg,"[221.22, 36.58, 182.85, 20.99]"
P0334,اسید سنج باطری,29,products/P0334.jpg,cards/P0334.jpg,"[405.27, 36.58, 183.45, 20.99]"
P0335,کابل اتصال باطری 5 متری 600 آمپر,29,products/P0335.jpg,cards/P0335.jpg,"[28.78, 187.69, 191.85, 20.99]"
P0336,کابل اتصال باطری 5 / 2 متری 600 آمپر,29,products/P0336.jpg,cards/P0336.jpg,"[221.22, 187.69, 182.85, 20.99]"
P0337,انبر اتصال باطری 600 آمپر,29,products/P0337.jpg,cards/P0337.jpg,"[405.27, 187.69, 183.45, 20.99]"
P0338,پیچ گوشتی خار دربیار,29,products/P0338.jpg,cards/P0338.jpg,"[28.78, 339.41, 191.85, 20.39]"
P0339,بوش دربیار چرخ عقب مرسدس بنز,29,products/P0339.jpg,cards/P0339.jpg,"[221.22, 339.41, 182.85, 20.39]"
P0340,درفش تیوپلس,29,products/P0340.jpg,cards/P0340.jpg,"[405.27, 339.41, 183.45, 20.39]"
P0341,تیغ کاتر,29,products/P0341.jpg,cards/P0341.jpg,"[28.78, 490.52, 191.85, 20.99]"
P0342,کاتر ( 7818 ),29,products/P0342.jpg,cards/P0342.jpg,"[221.22, 490.52, 182.85, 20.99]"
P0343,کاتر ( 7822 ),29,products/P0343.jpg,cards/P0343.jpg,"[405.27, 490.52, 183.45, 20.99]"
P0344,کاتر ( 794 ),29,products/P0344.jpg,cards/P0344.jpg,"[28.78, 641.63, 191.85, 20.99]"
P0345,کاتر ( 798 ),29,products/P0345.jpg,cards/P0345.jpg,"[221.22, 641.63, 182.85, 20.99]"
P0346,کاتر تاشو ( 793 ),29,products/P0346.jpg,cards/P0346.jpg,"[405.27, 641.63, 183.45, 20.99]"
P0347,جک سوسماری 3 تن بدنه کوچک,30,products/P0347.jpg,cards/P0347.jpg,"[28.78, 36.58, 191.85, 20.99]"
P0348,جک سوسماری 5 / 2 تن,30,products/P0348.jpg,cards/P0348.jpg,"[221.22, 36.58, 182.85, 20.99]"
P0349,جک سوسماری 2 تن,30,products/P0349.jpg,cards/P0349.jpg,"[405.27, 36.58, 183.45, 20.99]"
P0350,جک سوسماری 5 / 3 تن آفرودی,30,products/P0350.jpg,cards/P0350.jpg,"[28.78, 187.69, 191.85, 20.99]"
P0351,جک سوسماری 3 تن دو پمپ کورسی,30,products/P0351.jpg,cards/P0351.jpg,"[221.22, 187.69, 182.85, 20.99]"
P0352,جک سوسماری 3 تن دو پمپ,30,products/P0352.jpg,cards/P0352.jpg,"[405.27, 187.69, 183.45, 20.99]"
P0353,جک سوسماری 5 / 4 تن پدالی,30,products/P0353.jpg,cards/P0353.jpg,"[28.78, 339.41, 191.85, 20.39]"
P0354,جک سوسماری 4 تن دو پمپ,30,products/P0354.jpg,cards/P0354.jpg,"[221.22, 339.41, 182.85, 20.39]"
P0355,جک سوسماری 2 تن فوق بلند,30,products/P0355.jpg,cards/P0355.jpg,"[405.27, 339.41, 183.45, 20.39]"
P0356,دستگاه فنر جمع,30,products/P0356.jpg,cards/P0356.jpg,"[28.78, 490.52, 191.85, 20.99]"
P0357,جک سوسماری 5 تن پدالی,30,products/P0357.jpg,cards/P0357.jpg,"[221.22, 490.52, 182.85, 20.99]"
P0358,جک سوسماری 5 / 4 تن کورسی,30,products/P0358.jpg,cards/P0358.jpg,"[405.27, 490.52, 183.45, 20.99]"
P0359,خرک سنگین 6 تن,30,products/P0359.jpg,cards/P0359.jpg,"[28.78, 641.63, 191.85, 20.99]"
P0360,خرک سواری 3 تن,30,products/P0360.jpg,cards/P0360.jpg,"[221.22, 641.63, 182.85, 20.99]"
P0361,آچار 4 گوش کارتر,30,products/P0361.jpg,cards/P0361.jpg,"[405.27, 641.63, 183.45, 20.99]"
P0362,گیره صافکاری ( 792503 ),31,products/P0362.jpg,cards/P0362.jpg,"[28.78, 36.58, 187.05, 20.99]"
P0363,گیره صافکاری ( 792502 ),31,products/P0363.jpg,cards/P0363.jpg,"[216.43, 36.58, 187.05, 20.99]"
P0364,گیره صافکاری ( 792501 ),31,products/P0364.jpg,cards/P0364.jpg,"[404.07, 36.58, 184.65, 20.99]"
P0365,مشتی صافکاری فوالدی,31,products/P0365.jpg,cards/P0365.jpg,"[28.78, 187.69, 187.05, 20.99]"
P0366,مشتی صافکاری فوالدی,31,products/P0366.jpg,cards/P0366.jpg,"[216.43, 187.69, 187.05, 20.99]"
P0367,گیره صافکاری ( 792504 ),31,products/P0367.jpg,cards/P0367.jpg,"[404.07, 187.69, 184.65, 20.99]"
P0368,قالب تنه صافکاری قاشقی فوالدی,31,products/P0368.jpg,cards/P0368.jpg,"[28.78, 339.41, 187.05, 20.39]"
P0369,قالب تنه صافکاری قاشقی فوالدی,31,products/P0369.jpg,cards/P0369.jpg,"[216.43, 339.41, 187.05, 20.39]"
P0370,قالب تنه صافکاری فوالدی,31,products/P0370.jpg,cards/P0370.jpg,"[404.07, 339.41, 184.65, 20.39]"
P0371,قاب پک صافکاری ( 125 ),31,products/P0371.jpg,cards/P0371.jpg,"[28.78, 490.52, 187.05, 20.99]"
P0372,قاب پک صافکاری ( 100 ),31,products/P0372.jpg,cards/P0372.jpg,"[216.43, 490.52, 187.05, 20.99]"
P0373,قاب پک صافکاری ( 75 ),31,products/P0373.jpg,cards/P0373.jpg,"[404.07, 490.52, 184.65, 20.99]"
P0374,ابزار مخصوص صافکاری,31,products/P0374.jpg,cards/P0374.jpg,"[28.78, 641.63, 187.05, 20.99]"
P0375,ابزار مخصوص صافکاری,31,products/P0375.jpg,cards/P0375.jpg,"[216.43, 641.63, 187.05, 20.99]"
P0376,ابزار کشنده صافکاری ( ضربه زن ),31,products/P0376.jpg,cards/P0376.jpg,"[404.07, 641.63, 184.65, 20.99]"
P0377,اره افقی بر بادی,32,products/P0377.jpg,cards/P0377.jpg,"[28.78, 36.58, 187.05, 20.99]"
P0378,فرز انگشتی بادی,32,products/P0378.jpg,cards/P0378.jpg,"[216.43, 36.58, 187.05, 20.99]"
P0379,بکس بادی 2 / 1 درایو ( 1356 نیوتن ),32,products/P0379.jpg,cards/P0379.jpg,"[404.07, 36.58, 184.65, 20.99]"
P0380,کاور جیب دار مغناطیسی,32,products/P0380.jpg,cards/P0380.jpg,"[28.78, 187.69, 187.05, 20.99]"
P0381,کاور گلگیر مغناطیسی,32,products/P0381.jpg,cards/P0381.jpg,"[216.43, 187.69, 187.05, 20.99]"
P0382,جغجغه بادی 2 / 1 فشارقوی ( 122 نیوتن ),32,products/P0382.jpg,cards/P0382.jpg,"[404.07, 187.69, 184.65, 20.99]"
P0383,سری قلم 4 عددی پالستیکی,32,products/P0383.jpg,cards/P0383.jpg,"[28.78, 339.41, 187.05, 20.39]"
P0384,ست خاردربیار 6 عددی,32,products/P0384.jpg,cards/P0384.jpg,"[216.43, 339.41, 187.05, 20.39]"
P0385,ست خاردربیار 5 عددی,32,products/P0385.jpg,cards/P0385.jpg,"[404.07, 339.41, 184.65, 20.39]"
P0386,کیت گیج کولر ماشین,32,products/P0386.jpg,cards/P0386.jpg,"[28.78, 490.52, 187.05, 20.99]"
